employeeid,age,gender,department,jobrole,monthlyincome,yearsatcompany,distancefromhome,overtime,martialstatus,educationfield,jobsatisfaction,environmentstatiafaction,attrition
7446,31,Female,IT,System Administrator,2594,3,4,No,Divorced,Medical,1,4,No
7447,40,Male,Sales,Sales Executive,4054,8,30,Yes,Divorced,Life Sciences,3,1,No
7448,44,Female,IT,Software Engineer,5205,2,37,No,Divorced,Life Sciences,2,3,No
7449,58,Male,Operations,Operations Analyst,5217,8,36,Yes,Divorced,Marketing,1,2,Yes
7450,35,Male,Research & Development,Data Analyst,4202,5,21,No,Divorced,Other,1,1,No
7451,44,Female,Sales,Account Manager,5069,3,21,No,Divorced,Technical Degree,4,1,No
7452,29,Male,IT,Software Engineer,4456,3,18,No,Divorced,Other,4,4,No
7453,59,Female,IT,BI Analyst,5359,0,12,No,Married,Other,1,1,No
7454,20,Female,Research & Development,Research Scientist,5451,2,26,No,Single,Marketing,3,4,No
7455,53,Female,Human Resources,HR Executive,5759,11,10,Yes,Married,Life Sciences,1,2,No
7456,56,Male,Finance,Accountant,2726,4,29,Yes,Divorced,Technical Degree,4,2,No
7457,45,Male,Sales,Sales Executive,8320,18,2,Yes,Single,Other,4,4,No
7458,40,Male,Sales,Sales Representative,5014,10,18,Yes,Married,Life Sciences,1,2,No
7459,24,Female,Research & Development,Laboratory Technician,7729,6,40,No,Single,Medical,4,1,No
7460,57,Female,Finance,Accountant,4036,5,2,Yes,Married,Life Sciences,4,3,No
7461,60,Female,Research & Development,Research Scientist,2577,5,32,No,Single,Marketing,4,3,No
7462,33,Female,Operations,Operations Manager,6235,5,9,Yes,Divorced,Marketing,1,2,Yes
7463,38,Female,Research & Development,Data Analyst,4909,5,33,No,Single,Marketing,2,1,No
7464,28,Female,IT,BI Analyst,6724,8,9,Yes,Divorced,Medical,1,4,Yes
7465,18,Male,Research & Development,Laboratory Technician,4106,0,19,No,Divorced,Medical,1,4,No
7466,26,Female,Sales,Sales Representative,4397,8,9,Yes,Married,Marketing,2,3,No
7467,54,Male,Sales,Sales Executive,7580,5,9,Yes,Married,Technical Degree,2,2,No
7468,29,Male,Research & Development,Data Analyst,5883,10,21,Yes,Married,Marketing,1,4,No
7469,41,Female,Operations,Coordinator,5497,6,40,No,Married,Medical,1,2,No
7470,19,Female,IT,BI Analyst,4160,1,40,No,Married,Other,2,1,Yes
7471,42,Female,Operations,Operations Manager,5135,4,32,Yes,Single,Life Sciences,3,1,No
7472,57,Male,IT,System Administrator,3218,3,24,Yes,Single,Marketing,4,4,No
7473,58,Male,Operations,Operations Manager,7308,5,13,Yes,Divorced,Marketing,3,2,No
7474,30,Female,Operations,Operations Analyst,5102,6,37,No,Married,Medical,1,4,No
7475,19,Male,IT,BI Analyst,4060,1,32,Yes,Divorced,Medical,3,3,No
7476,43,Female,IT,Software Engineer,7245,13,36,No,Divorced,Technical Degree,3,3,No
7477,42,Male,IT,BI Analyst,5094,8,21,Yes,Single,Technical Degree,4,3,No
7478,24,Female,Sales,Account Manager,5830,6,4,Yes,Single,Technical Degree,2,4,Yes
7479,38,Female,Operations,Coordinator,4647,5,27,No,Single,Marketing,3,3,No
7480,29,Female,Sales,Sales Representative,5088,3,20,Yes,Single,Other,4,1,No
7481,59,Male,Research & Development,Data Analyst,5847,8,33,Yes,Married,Life Sciences,2,3,Yes
7482,60,Female,Sales,Sales Executive,5704,7,3,Yes,Divorced,Marketing,1,3,No
7483,24,Male,Operations,Coordinator,5259,6,33,No,Divorced,Other,3,3,No
7484,43,Female,Operations,Coordinator,8737,6,7,Yes,Single,Technical Degree,3,3,Yes
7485,40,Male,Operations,Operations Manager,6524,7,36,No,Married,Technical Degree,4,3,No
7486,38,Male,Research & Development,Data Analyst,5434,7,9,No,Single,Marketing,3,4,Yes
7487,42,Female,Operations,Operations Analyst,6400,11,28,Yes,Divorced,Other,1,2,No
7488,45,Female,Finance,Accountant,6098,10,9,Yes,Married,Medical,2,1,No
7489,41,Male,Human Resources,Recruiter,4938,2,7,No,Married,Technical Degree,3,2,No
7490,43,Male,Sales,Sales Executive,4892,1,22,Yes,Single,Other,3,2,No
7491,28,Female,IT,System Administrator,3867,1,30,Yes,Divorced,Medical,4,2,No
7492,26,Male,Finance,Finance Manager,7389,0,14,No,Married,Other,3,1,No
7493,48,Female,Research & Development,Research Scientist,4011,0,31,Yes,Divorced,Other,2,3,No
7494,21,Male,Operations,Coordinator,5993,3,16,No,Married,Life Sciences,3,3,No
7495,37,Female,Research & Development,Laboratory Technician,5869,9,4,No,Divorced,Technical Degree,2,3,No
7496,18,Male,Research & Development,Data Analyst,5096,0,20,No,Divorced,Marketing,3,4,No
7497,48,Male,Sales,Sales Executive,5788,6,27,No,Married,Marketing,1,1,No
7498,48,Female,Sales,Sales Representative,3908,4,15,No,Divorced,Medical,1,2,No
7499,41,Female,Operations,Operations Analyst,8074,10,28,No,Single,Other,4,3,No
7500,55,Male,Research & Development,Data Analyst,4315,2,31,Yes,Married,Technical Degree,3,3,No
7501,45,Female,Operations,Operations Analyst,5210,5,18,No,Single,Marketing,4,3,No
7502,45,Female,Operations,Coordinator,6636,6,17,Yes,Single,Marketing,1,1,No
7503,24,Male,Research & Development,Laboratory Technician,3734,3,31,Yes,Divorced,Technical Degree,1,4,No
7504,34,Female,Sales,Sales Executive,5944,10,3,No,Divorced,Medical,2,1,No
7505,48,Male,Human Resources,HR Executive,3417,0,10,No,Single,Medical,2,1,No
7506,33,Female,IT,System Administrator,6865,4,35,Yes,Divorced,Marketing,1,1,No
7507,24,Male,Finance,Accountant,6877,6,2,Yes,Married,Technical Degree,4,1,No
7508,42,Female,Operations,Coordinator,7385,9,2,Yes,Single,Marketing,3,2,No
7509,26,Male,Finance,Finance Manager,4511,3,23,Yes,Married,Marketing,2,2,No
7510,19,Male,Research & Development,Research Scientist,3997,1,34,No,Single,Life Sciences,2,3,Yes
7511,40,Female,Human Resources,HR Executive,6161,8,5,No,Divorced,Marketing,1,4,No
7512,56,Female,Research & Development,Research Scientist,5380,11,7,Yes,Divorced,Life Sciences,3,3,No
7513,50,Female,Sales,Sales Executive,4502,8,17,Yes,Single,Marketing,3,1,No
7514,41,Female,Finance,Accountant,6388,6,30,No,Single,Life Sciences,3,3,No
7515,59,Female,IT,Software Engineer,5911,5,14,No,Single,Medical,4,4,No
7516,43,Male,IT,System Administrator,2503,2,13,Yes,Married,Marketing,4,3,No
7517,28,Female,Sales,Sales Representative,8092,8,8,Yes,Married,Other,3,3,No
7518,19,Male,IT,System Administrator,5716,1,40,Yes,Single,Life Sciences,2,1,Yes
7519,55,Male,Finance,Financial Analyst,3897,6,39,Yes,Married,Medical,1,1,No
7520,53,Male,Human Resources,HR Manager,4268,1,14,Yes,Married,Life Sciences,3,1,No
7521,52,Male,Finance,Financial Analyst,3424,4,4,No,Married,Marketing,2,4,Yes
7522,58,Female,Human Resources,HR Manager,2983,0,17,Yes,Married,Other,1,2,Yes
7523,58,Female,Research & Development,Data Analyst,5492,6,10,No,Married,Technical Degree,3,2,No
7524,32,Female,Operations,Coordinator,4992,3,7,Yes,Married,Medical,3,2,No
7525,28,Male,Research & Development,Research Scientist,6972,10,5,Yes,Divorced,Technical Degree,2,1,No
7526,28,Male,Operations,Coordinator,6363,5,12,Yes,Married,Technical Degree,4,4,Yes
7527,30,Female,IT,System Administrator,4230,2,32,No,Married,Medical,1,3,No
7528,27,Male,IT,BI Analyst,3765,5,14,Yes,Divorced,Marketing,3,3,No
7529,42,Female,Human Resources,HR Manager,2510,4,22,Yes,Single,Marketing,3,2,No
7530,59,Male,Finance,Finance Manager,6125,13,30,Yes,Single,Other,1,4,No
7531,41,Male,IT,System Administrator,7045,12,24,No,Single,Medical,1,4,No
7532,37,Female,Finance,Finance Manager,5413,8,31,Yes,Single,Marketing,3,1,No
7533,19,Male,Sales,Account Manager,5030,1,22,No,Single,Technical Degree,3,2,Yes
7534,34,Male,Research & Development,Data Analyst,6929,8,40,No,Single,Other,2,2,No
7535,52,Male,Finance,Accountant,4423,4,40,No,Divorced,Other,3,1,No
7536,47,Male,Research & Development,Research Scientist,4627,0,15,No,Married,Technical Degree,4,1,No
7537,27,Female,IT,System Administrator,8189,9,6,No,Single,Marketing,3,4,No
7538,52,Male,Sales,Sales Executive,4830,7,1,No,Married,Life Sciences,1,3,No
7539,18,Female,Operations,Coordinator,5250,0,7,No,Single,Technical Degree,4,1,No
7540,37,Male,Sales,Sales Executive,3591,0,33,No,Married,Medical,1,1,No
7541,44,Female,Human Resources,HR Manager,5166,5,9,No,Single,Technical Degree,4,2,No
7542,23,Male,Finance,Financial Analyst,5415,5,37,Yes,Single,Life Sciences,2,3,No
7543,46,Male,Human Resources,HR Manager,4017,0,38,Yes,Married,Technical Degree,4,1,No
7544,22,Female,Sales,Sales Representative,4878,0,13,No,Single,Other,3,1,No
7545,43,Male,Human Resources,HR Manager,2161,3,7,No,Single,Technical Degree,2,1,No
7546,46,Female,Sales,Sales Executive,3815,2,5,Yes,Married,Life Sciences,2,4,No
7547,41,Male,IT,BI Analyst,6735,10,15,No,Married,Other,1,1,Yes
7548,30,Male,Sales,Sales Executive,7167,7,37,No,Single,Technical Degree,3,2,No
7549,23,Female,Research & Development,Research Scientist,6155,5,6,No,Divorced,Technical Degree,3,1,No
7550,30,Female,IT,Software Engineer,4456,8,16,No,Divorced,Medical,4,3,No
7551,33,Male,Sales,Sales Representative,5045,11,34,No,Married,Medical,2,3,No
7552,22,Male,Sales,Sales Executive,3179,4,21,Yes,Divorced,Marketing,3,2,No
7553,29,Male,Human Resources,HR Manager,8234,8,7,Yes,Divorced,Other,1,2,No
7554,24,Male,Research & Development,Data Analyst,4942,5,30,No,Divorced,Marketing,3,3,No
7555,31,Female,Human Resources,HR Executive,5604,8,21,Yes,Divorced,Marketing,1,2,Yes
7556,36,Female,Operations,Operations Manager,7480,13,4,Yes,Divorced,Life Sciences,2,2,No
7557,19,Female,Human Resources,HR Manager,3601,1,26,No,Single,Medical,1,1,No
7558,55,Female,Research & Development,Laboratory Technician,3746,2,3,Yes,Single,Other,3,1,No
7559,36,Female,Human Resources,HR Executive,4414,4,31,Yes,Single,Marketing,3,4,No
7560,57,Female,Operations,Operations Analyst,7268,3,29,No,Married,Marketing,4,1,No
7561,20,Male,Finance,Finance Manager,4425,1,21,Yes,Single,Life Sciences,4,1,Yes
7562,20,Male,Research & Development,Laboratory Technician,5256,2,38,No,Married,Medical,1,2,No
7563,25,Female,Research & Development,Laboratory Technician,4961,5,38,Yes,Married,Technical Degree,3,4,No
7564,47,Male,Research & Development,Research Scientist,6069,7,37,No,Divorced,Marketing,1,4,No
7565,30,Male,Human Resources,HR Executive,3125,4,21,Yes,Single,Medical,2,2,Yes
7566,21,Male,IT,Software Engineer,3374,3,18,Yes,Married,Life Sciences,1,2,No
7567,50,Male,Human Resources,HR Manager,4789,3,11,Yes,Married,Life Sciences,2,1,Yes
7568,18,Female,IT,BI Analyst,6136,0,27,No,Divorced,Medical,1,4,No
7569,35,Female,Sales,Account Manager,5679,3,20,Yes,Single,Other,1,1,No
7570,55,Female,Finance,Finance Manager,7305,7,20,Yes,Married,Life Sciences,1,4,No
7571,60,Female,Human Resources,HR Manager,4789,8,19,No,Divorced,Other,2,2,No
7572,43,Male,IT,System Administrator,4373,0,2,Yes,Married,Technical Degree,1,4,No
7573,44,Female,Sales,Account Manager,3573,3,5,No,Single,Other,4,1,No
7574,39,Female,Finance,Financial Analyst,4193,0,29,No,Single,Life Sciences,1,4,No
7575,47,Male,Human Resources,Recruiter,6509,12,16,No,Divorced,Marketing,1,4,No
7576,38,Male,Research & Development,Research Scientist,5877,8,8,Yes,Married,Marketing,3,1,No
7577,24,Female,Operations,Coordinator,4881,0,40,No,Single,Life Sciences,2,4,No
7578,18,Female,Operations,Operations Manager,4025,0,5,No,Married,Technical Degree,2,2,No
7579,58,Male,Finance,Financial Analyst,6071,4,39,Yes,Single,Other,3,4,No
7580,57,Male,Finance,Financial Analyst,4719,1,15,No,Single,Medical,4,1,No
7581,37,Female,IT,System Administrator,3886,2,27,Yes,Divorced,Life Sciences,2,2,Yes
7582,22,Male,Operations,Operations Analyst,6510,0,36,Yes,Married,Other,3,4,No
7583,19,Female,Research & Development,Research Scientist,3329,1,4,No,Married,Marketing,3,2,No
7584,29,Male,Finance,Financial Analyst,3655,1,31,No,Single,Technical Degree,4,2,No
7585,56,Male,Sales,Account Manager,3729,8,16,No,Divorced,Other,2,4,No
7586,55,Female,Finance,Accountant,7374,5,1,No,Single,Medical,3,3,No
7587,51,Male,Sales,Account Manager,4346,1,27,Yes,Married,Marketing,4,2,No
7588,57,Male,IT,Software Engineer,8258,14,34,No,Married,Life Sciences,4,2,No
7589,57,Male,Operations,Coordinator,6107,6,17,No,Divorced,Other,4,1,No
7590,28,Female,Operations,Coordinator,6559,4,10,No,Single,Other,4,4,No
7591,41,Male,Sales,Account Manager,2648,4,28,No,Married,Other,1,4,No
7592,54,Female,Research & Development,Data Analyst,3839,4,28,Yes,Married,Marketing,3,4,No
7593,41,Male,Human Resources,Recruiter,4689,4,13,Yes,Divorced,Other,1,3,No
7594,24,Male,Research & Development,Research Scientist,6334,6,16,Yes,Married,Other,1,3,No
7595,34,Female,Finance,Accountant,5746,7,28,Yes,Single,Other,2,1,Yes
7596,41,Female,Human Resources,HR Executive,1632,1,22,Yes,Married,Technical Degree,4,4,Yes
7597,41,Female,Finance,Finance Manager,6453,6,40,Yes,Divorced,Marketing,3,1,No
7598,59,Female,Sales,Sales Executive,4608,5,17,Yes,Single,Life Sciences,3,4,No
7599,40,Male,Sales,Account Manager,5650,7,3,Yes,Single,Technical Degree,1,4,No
7600,56,Female,Operations,Coordinator,8479,12,15,No,Divorced,Technical Degree,2,4,Yes
7601,38,Female,Operations,Operations Manager,7159,9,2,No,Divorced,Technical Degree,2,3,No
7602,52,Male,Operations,Operations Analyst,4795,0,31,No,Married,Other,1,2,No
7603,30,Male,Research & Development,Data Analyst,6477,7,5,Yes,Divorced,Medical,1,3,No
7604,45,Female,Operations,Operations Analyst,6293,7,6,Yes,Divorced,Technical Degree,4,2,No
7605,43,Female,Human Resources,HR Manager,7908,16,32,No,Single,Life Sciences,1,3,No
7606,52,Male,Operations,Operations Analyst,5684,9,5,Yes,Married,Life Sciences,1,1,No
7607,25,Female,Research & Development,Research Scientist,6877,7,35,Yes,Single,Other,1,4,Yes
7608,28,Male,Sales,Sales Representative,7753,7,27,Yes,Divorced,Marketing,2,4,No
7609,20,Female,Human Resources,Recruiter,3915,2,38,No,Single,Marketing,1,4,No
7610,18,Female,Research & Development,Research Scientist,5056,0,40,Yes,Single,Life Sciences,1,2,No
7611,33,Female,Finance,Accountant,7042,6,24,No,Single,Other,2,2,No
7612,48,Female,Research & Development,Data Analyst,3381,3,30,Yes,Married,Marketing,1,3,Yes
7613,27,Female,Finance,Accountant,5657,7,37,Yes,Divorced,Other,3,3,No
7614,48,Male,Operations,Operations Manager,5967,8,27,Yes,Married,Marketing,4,2,No
7615,58,Female,Research & Development,Data Analyst,4910,4,8,No,Married,Life Sciences,1,3,No
7616,39,Male,Operations,Operations Manager,5134,6,19,No,Single,Technical Degree,1,1,No
7617,47,Female,Operations,Operations Analyst,4765,5,11,No,Divorced,Life Sciences,1,1,No
7618,31,Male,IT,BI Analyst,6482,9,3,No,Married,Life Sciences,3,4,No
7619,57,Male,Sales,Account Manager,7942,15,23,No,Married,Medical,3,2,No
7620,18,Female,Research & Development,Laboratory Technician,7204,0,25,No,Divorced,Other,2,1,No
7621,60,Male,Human Resources,HR Manager,6938,7,36,No,Divorced,Other,3,1,No
7622,27,Female,IT,BI Analyst,6747,8,20,Yes,Single,Life Sciences,1,3,No
7623,48,Male,IT,BI Analyst,4677,8,8,No,Single,Other,2,3,No
7624,33,Female,IT,System Administrator,4160,7,12,No,Single,Other,1,1,No
7625,55,Female,Finance,Accountant,4379,5,17,Yes,Single,Technical Degree,3,3,No
7626,41,Female,Human Resources,Recruiter,6150,7,16,Yes,Single,Other,2,2,Yes
7627,54,Male,Sales,Account Manager,6094,7,14,No,Married,Technical Degree,4,3,No
7628,46,Male,IT,Software Engineer,4436,3,34,No,Married,Other,4,4,No
7629,40,Female,Sales,Sales Executive,7531,9,20,Yes,Divorced,Medical,2,1,No
7630,31,Female,IT,Software Engineer,2412,1,23,No,Single,Medical,2,3,No
7631,42,Male,Research & Development,Data Analyst,6004,3,38,Yes,Single,Marketing,3,3,No
7632,51,Male,Finance,Accountant,5390,10,35,No,Married,Life Sciences,2,4,No
7633,24,Female,Human Resources,Recruiter,7701,6,19,Yes,Single,Other,3,2,No
7634,19,Male,Operations,Operations Analyst,5955,1,1,Yes,Single,Marketing,1,2,No
7635,38,Female,Operations,Operations Manager,5157,9,34,Yes,Single,Medical,4,2,No
7636,49,Male,Human Resources,HR Manager,5291,5,3,Yes,Divorced,Other,4,1,No
7637,41,Female,Operations,Coordinator,6599,6,19,No,Divorced,Life Sciences,2,1,No
7638,48,Female,Operations,Operations Analyst,2226,7,14,Yes,Single,Life Sciences,1,1,No
7639,52,Female,Research & Development,Data Analyst,1500,0,28,Yes,Married,Other,4,1,No
7640,52,Female,Human Resources,Recruiter,5788,6,6,No,Single,Medical,3,2,No
7641,44,Male,Research & Development,Research Scientist,4599,7,30,Yes,Married,Marketing,3,1,No
7642,41,Female,IT,BI Analyst,6859,8,33,No,Divorced,Marketing,2,2,No
7643,26,Female,Research & Development,Laboratory Technician,2240,0,11,Yes,Single,Other,3,1,No
7644,53,Male,Human Resources,HR Executive,7400,5,4,Yes,Married,Medical,3,3,No
7645,59,Female,IT,Software Engineer,7676,12,11,No,Single,Technical Degree,2,3,No
7646,23,Male,Human Resources,Recruiter,5814,3,3,Yes,Single,Life Sciences,2,4,No
7647,23,Male,Finance,Finance Manager,4078,4,10,Yes,Divorced,Other,2,2,No
7648,59,Male,Operations,Operations Manager,4122,0,11,No,Married,Technical Degree,3,1,No
7649,46,Female,Operations,Operations Analyst,4865,3,29,No,Married,Marketing,4,1,No
7650,47,Male,Research & Development,Research Scientist,4203,0,7,Yes,Divorced,Marketing,4,4,No
7651,33,Female,IT,Software Engineer,5305,0,36,Yes,Single,Life Sciences,1,2,No
7652,18,Male,Finance,Finance Manager,3665,0,13,No,Single,Medical,3,2,No
7653,46,Female,Research & Development,Laboratory Technician,4826,8,26,No,Married,Technical Degree,3,4,No
7654,41,Female,Human Resources,HR Executive,6453,6,37,No,Single,Marketing,3,1,No
7655,27,Male,Human Resources,HR Manager,3463,0,5,No,Married,Marketing,1,3,No
7656,41,Male,Human Resources,Recruiter,5014,5,24,Yes,Married,Medical,3,4,No
7657,27,Male,Operations,Operations Analyst,4901,9,27,Yes,Single,Other,2,2,No
7658,36,Female,Operations,Coordinator,2450,3,39,Yes,Divorced,Other,3,4,No
7659,40,Female,Research & Development,Research Scientist,6704,12,34,Yes,Married,Life Sciences,1,1,Yes
7660,46,Female,Operations,Coordinator,4937,4,11,No,Married,Marketing,2,1,No
7661,53,Male,Operations,Coordinator,6416,8,40,Yes,Divorced,Technical Degree,3,4,Yes
7662,43,Male,Human Resources,HR Manager,8544,16,23,Yes,Divorced,Marketing,2,3,Yes
7663,33,Male,Operations,Coordinator,4326,4,29,No,Single,Other,4,4,No
7664,52,Male,Sales,Sales Representative,3197,4,32,Yes,Married,Marketing,1,2,No
7665,25,Male,Sales,Sales Executive,6440,6,27,Yes,Divorced,Life Sciences,3,4,No
7666,50,Male,Sales,Sales Executive,3781,3,30,No,Divorced,Medical,3,3,No
7667,27,Female,IT,Software Engineer,4538,9,19,No,Married,Technical Degree,1,1,No
7668,53,Male,Finance,Accountant,2616,0,22,No,Single,Life Sciences,4,1,No
7669,46,Female,Research & Development,Data Analyst,4463,0,1,Yes,Single,Life Sciences,4,2,No
7670,50,Male,Sales,Sales Executive,4736,4,37,No,Single,Life Sciences,3,1,No
7671,48,Female,Operations,Operations Analyst,5670,10,40,Yes,Single,Technical Degree,3,3,No
7672,45,Female,Research & Development,Research Scientist,8063,9,6,No,Single,Marketing,3,1,No
7673,41,Male,Research & Development,Laboratory Technician,5884,4,9,No,Divorced,Other,4,4,No
7674,27,Female,Research & Development,Laboratory Technician,6358,5,7,No,Divorced,Other,3,4,No
7675,49,Male,IT,Software Engineer,2025,0,20,No,Divorced,Life Sciences,1,1,No
7676,19,Female,Research & Development,Laboratory Technician,3183,1,26,Yes,Divorced,Technical Degree,4,3,No
7677,20,Male,Operations,Coordinator,4236,2,12,No,Divorced,Technical Degree,2,4,No
7678,38,Male,Human Resources,HR Executive,5510,8,36,No,Single,Marketing,4,4,No
7679,49,Male,Operations,Operations Analyst,4078,2,22,No,Divorced,Technical Degree,4,2,No
7680,56,Male,Human Resources,Recruiter,3379,2,21,Yes,Married,Marketing,4,4,Yes
7681,29,Male,Sales,Sales Executive,4083,0,17,Yes,Married,Medical,1,2,No
7682,39,Female,Research & Development,Data Analyst,5909,3,21,Yes,Married,Other,3,4,Yes
7683,47,Female,Finance,Financial Analyst,3349,0,8,Yes,Divorced,Other,1,3,Yes
7684,28,Female,Operations,Operations Manager,5372,10,2,No,Divorced,Other,1,3,No
7685,19,Female,Sales,Sales Representative,2790,1,34,No,Married,Medical,4,1,No
7686,53,Male,IT,Software Engineer,5856,0,2,Yes,Married,Medical,2,1,Yes
7687,53,Male,Human Resources,HR Executive,5660,6,2,Yes,Divorced,Technical Degree,3,4,No
7688,52,Female,Research & Development,Research Scientist,4430,0,5,Yes,Married,Technical Degree,3,4,Yes
7689,39,Female,Sales,Sales Representative,7879,10,39,Yes,Divorced,Technical Degree,4,2,No
